Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
C K Achuktu,2019,2 wheeler theft,12-12-19,11:50,"Near R V Metro Stion,
38th Cross, 5th Main,
Jayanagara 5th Block,
Bengaluru City,",12.92819,77.62512
C K Achuktu,2019,2 wheeler theft,18-12-19,15:00,"Near Public Toilet, 5th
Main road, 4th Block
Jayanagar, Bengaluru City",12.93819,77.63512
C K Achuktu,2019,2 wheeler theft,21-12-19,16:00,"Opp No 51, 36th cross.
5th Main, 5th Block
Jayanagar, Bengaluru City,",12.92556,77.57561
C K Achuktu,2019,2 wheeler theft,31-12-19,11:00,"Near Alchemy caffe,
36th Cross, 5th Cross, 5th
Block, Jayanagar,
Bengaluru City,",12.92819,77.62512
C K Achuktu,2015,2 wheeler theft,"06-01-2015
31-12-2014",,"NO.15-2, MARKET
ROAD BASAVANAGUDI
Bengaluru City
Karnaka 560004","12°56'36.21""N","77°34'22.67""E"
C K Achuktu,2015,2 wheeler theft,"09-01-2015
07-01-2015",,"Butter sponge Vanivilas
Road Basavanagudi
Bengaluru City
Karnaka 560004","12°56'53.18""N","77°34'19.48""E"
C K Achuktu,2015,2 wheeler theft,1-20-2015,,"Opp Shop, DVG Road,
Gandhi Bazar
Basavanagudi Bengaluru
City Karnaka 560004","12°56'45.19""N","77°34'14.84""E"
C K Achuktu,2015,2 wheeler theft,1-24-2015,,"Behand Ice Thander,
Gandhi Bazar Main
Basavanagudi Bengaluru
City Karnaka 560004","12°56'42.28""N","77°34'15.60""E"
C K Achuktu,2015,2 wheeler theft,1-28-2015,,"Lalbagh West Ge,
MNK Road Near Metro
Bridge Basavanagudi
Bengaluru City
Karnaka","12°56'41.85""N","77°34'14.51""E"
C K Achuktu,2015,2 wheeler theft,1-29-2015,,"LALBAGH WEST GE
BASAVANAGUDI
Bengaluru City
Karnaka 560004","12°56'32.21""N","77°34'21.67""E"
C K Achuktu,2015,2 wheeler theft,31-01-15,,"Lalbag west ge, opp
Miradelicasy Hotel.
Basavanagudi Bengaluru
City Karnaka","12°56'47.88""N","77°35'47.49""E"
C K Achuktu,2015,2 wheeler theft,02-03-15,,"Khazi Street,
Mohammedan Block,
BASAVANAGUDI
Bengaluru City
Karnaka 560004","12°51'47.88""N","77°32'19.48""E"
C K Achuktu,2015,2 wheeler theft,02-04-15,,"Lalbagh West ge,in
Front of Bharh Petrol
Bunk, BASAVANAGUDI
Bengaluru City
Karnaka 560004","12°56'34.19""N","77°34'48.10""E"
C K Achuktu,2015,2 wheeler theft,2-26-2015,,"Opp Krishna Rao Park
South Ge, SC Road
Basavanagudi Bengaluru
City Karnaka 560004","12°56'27.69""N","77°34'44.07""E"
C K Achuktu,2015,2 wheeler theft,02-03-15,,"Opp House NO.5-2, 5'th
Main, N R Calony, Bull
Temple
Road,Basavanagudi
Bengaluru City
Karnaka 560004","12°56'52.08""N","77°34'46.30""E"
C K Achuktu,2015,2 wheeler theft,,,"Opp No22 Narth Public
School Road Near Post
Office Basavanagudi
Bengaluru City
Karnaka 560004","12°56'25.10""N","77°34'32.46""E"
C K Achuktu,2015,2 wheeler theft,,,"06-04-2015
02-04-2015
INFRONT OF BMS
HOSPITA
BASAVANAGUDI
Bengaluru City
Karnaka","12°56'36.22""N","77°34'4.91""E"
C K Achuktu,2015,2 wheeler theft,30-04-15,,"Krishna Rao Park
Kanakapura Road
Basavanagudi Bengaluru
City Karnaka 560004","12°56'52.80""N","77°34'46.72""E"
C K Achuktu,2015,2 wheeler theft,,,"Behind Rukmani Plaza,
Parallel Road, DVG
Road Basavanagudi
Bengaluru City
Karnaka 560004","12°56'28.55""N","77°34'37.09""E"
C K Achuktu,2015,2 wheeler theft,18-06-15,,"Near Adiga Hotel, DVG
Road Basavanagudi
Bengaluru City
Karnaka 560004","12'56.40'13""N","77'34.27'78""E"
C K Achuktu,2015,2 wheeler theft,09-07-15,,"Consevency Road Near
Buttersfunz Bekar, V V
Road Basavamagudi
Bengaluru City
Karnaka 560004","12°56'25.10""N","77°34'32.46""E"
C K Achuktu,2015,2 wheeler theft,13-07-15,,"INFRONT OF MAJID,
M.D BLOCK
Basavanagudi Bengaluru
City Karnaka 560004",,
C K Achuktu,2015,2 wheeler theft,17-07-15,,"M N Krishna Rao Park
Main Ge Basavanagudi
Bengaluru City
Karnaka 560004","12°56'33.56""N","77°34'27.70""E"
C K Achuktu,2015,2 wheeler theft,04-08-15,,"In Front Of Gunasheela
Hospital, Divan Madava
Rao Basavanagudi
Bengaluru City
Karnaka 560004","12°56'28.27""N","77°34'5.24""E"
C K Achuktu,2015,2 wheeler theft,18-08-15,,"In Front Of No.9-12, S
Kariyappa Road,
Basavanagudi Bengaluru
City Karnaka 560004","12°56'44.35""N","77°34'15.47""E"
C K Achuktu,2015,2 wheeler theft,26-08-15,,"In Front Of SLV Hotel,
Vanivillas Road
Basavanagudi P S
Bengaluru City
Karnaka 560004","12°56'50.92""N","77°34'46.51""E"
C K Achuktu,2015,2 wheeler theft,11-09-15,,"In Front OF No.24, Khazi
Street, M D Block ,
Basavanagudi Bengaluru
City Karnaka 560004","12°56'31.30""N","77°34'36.50""E"
C K Achuktu,2015,2 wheeler theft,16-09-15,,"In Front of karnaka
Bank , S.CRoad,
Nettakallappa Circle,
Basavanagudi Bengaluru
City Karnaka 560004","12°56'33.66""N","77°34'34.29""E"
C K Achuktu,2015,2 wheeler theft,21-09-15,,"Basavanagudi Police
Stion Compound K R
Road, Basavanagudi
Bengaluru City
Karnaka 560004","12°56'24.17""N","77°34'15.19""E"
C K Achuktu,2015,2 wheeler theft,27-09-15,,"In Front Of APS
Commerce College N R
Colony Bengaluru City
Karnaka 560019","12°56'54.33""N","77°34'48.48""E"
C K Achuktu,2015,2 wheeler theft,28-09-15,,"In Front Of No: 07-1,
SURABHI House, 4th
Main, 4th Cross, N R
Colony Bengaluru City
Karnaka 560019","12°56'26.21""N","77°34'30.23""E"
C K Achuktu,2015,2 wheeler theft,26-10-15,,"In Front of LalBag West
ge, R V Road
Basavanagudi Bengaluru
City Karnaka 560004","12°56'32.74""N","77°34'36.52""E"
C K Achuktu,2015,2 wheeler theft,01-12-15,,"Blugal Rock Road, Near
BMS Woman College
Basavanagudi Bengaluru
City Karnaka 56000","13°2'16.97""N","77°31'32.97""E"
C K Achuktu,2015,2 wheeler theft,02-12-15,,"Opp NO.36, House R.V
Road, Opp Vijaya
College,Basavanagudi
Bengaluru City
Karnaka 560004","12°55'57.35""N","77°34'50.37""E"
C K Achuktu,2015,2 wheeler theft,18-12-15,,"3'rd Main, Corporion
Bank Opp, Chamarajpet
Bengaluru City
Karnaka 560004","12°56'47.83""N","77°34'27.96""E"
C K Achuktu,2015,2 wheeler theft,24-12-15,,"Near Studio White
Scape, No. 8, Charch
Street Basavanagudi
Bengaluru City
Karnaka 560004","12°56'44.12""N","77°34'16.52""E"
C K Achuktu,2015,2 wheeler theft,29-12-15,,"In Fron Of No 16 House,
Sriramandhir Road bhind
conservency Road,
Basavanagudi Bengaluru
City Karnaka 560004","12°56'41.92""N","77°34'13.66""E"
C K Achuktu,2015,2 wheeler theft,31-12-15,,"Opp No. 72-3,
Rhnavilas Road
Basavanagudi Bengaluru
City Karnaka 560004",13.21697N,77313297E
C K Achuktu,2016,2 wheeler theft,25-01-16,,"R V Road, Near Lalbagh
West Ge
Basavanagudi Bengaluru
City Karnaka 560004",12.94742039,77.57992022
C K Achuktu,2016,2 wheeler theft,25-01-16,,"R V Road, Near Lalbagh
West Ge
Basavanagudi Bengaluru
City Karnaka 560004",12.94749498,77.5799164
C K Achuktu,2016,2 wheeler theft,29-01-16,,"In Front Of MicroNova
Metwork Solution Office,
W Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94691818,77.56872328
C K Achuktu,2016,2 wheeler theft,02-02-16,,"In Front of Benne
Govindappa Choultry
Basavanagudi Bengaluru
City Karnaka 560004",12.9466329,77.5704523
C K Achuktu,2016,2 wheeler theft,04-02-16,,"Infront of House No. 2A,
Puttanna Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94289924,77.5718275
C K Achuktu,2016,2 wheeler theft,01-03-16,,"Infront of House
NO.3-2,Dhhreya
Road, Concervancy
Lane, Gandhi
Bazar,Basavanagudi
Bengaluru City
Karnaka 560004",12.94064,77.57925
C K Achuktu,2016,2 wheeler theft,09-03-16,,"In front of No.37,
Puttanna road
Basavanagudi Bengaluru
City Karnaka 560004",12.9458785,77.5694501
C K Achuktu,2016,2 wheeler theft,28-03-16,,"Dwrakanh Bhavan,K.R
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.9458785,77.5694501
C K Achuktu,2016,2 wheeler theft,02-04-16,,"Near Mahalakshmi Tiffen
centre D V G Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94289924,77.5718275
C K Achuktu,2016,2 wheeler theft,02-04-16,,"Opposite to the Mosque,
Khazi Street
Basavanagudi Bengaluru
City Karnaka 560004",12.94497395,77.5701988
C K Achuktu,2016,2 wheeler theft,04-04-16,,"Opp.House NO.06-2,
Reservior Street,
Basavanagudi Bengaluru
City Karnaka 560004",12.93813157,77.57880259
C K Achuktu,2016,2 wheeler theft,09-04-16,,"Opp Bull Temple, B T
Road Basavanagudi
Bengaluru City
Karnaka 560004",12.94089386,77.57356118
C K Achuktu,2016,2 wheeler theft,14-04-16,,"DVG Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94702672,77.57150161
C K Achuktu,2016,2 wheeler theft,17-04-16,,"Lalbagha West
Ge,Near MNK Rao
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.93938076,77.57932286
C K Achuktu,2016,2 wheeler theft,17-04-16,,"Masque Road
Basavanagudi Bengaluru
City Karnaka 560004",12.93905703,77.57461228
C K Achuktu,2016,2 wheeler theft,18-04-16,,"Opp House No.10, Dr.
Ummer Shariff Road M D
Block, Basavanagudi
Bengaluru City
Karnaka 560004",12.94117404,77.56672569
C K Achuktu,2016,2 wheeler theft,25-04-16,,"South Road Near Vebs,
Basavanagudi Bengaluru
City Karnaka 560004",12.94245447,77.57123614
C K Achuktu,2016,2 wheeler theft,27-04-16,,"In Front Of R K Park
View, Kariyappa Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94721515,77.56788874
C K Achuktu,2016,2 wheeler theft,03-05-16,,"Opp House NO.69, Sara
manzil, Sre Ramamandir
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.94117404,77.56672569
C K Achuktu,2016,2 wheeler theft,13-05-16,,"Mazeed Road and
Ranogi Rao Road
Junction,M D Block
Basavanagudi Bengaluru
City Karnaka 560004",12.93105803,77.57561528
C K Achuktu,2016,2 wheeler theft,09-06-16,,"pp Shiva Sagar Hotel,
Next to Corporion Bank
Gandhi Bazaar,
Basavanagudi Bengaluru
City Karnaka 560004",12.94134592,77.57827763
C K Achuktu,2016,2 wheeler theft,14-06-16,,"Opp House No.40, Khazi
Street, Basavanagudi
Bengaluru City
Karnaka 560004",12.94749498,77.57991641
C K Achuktu,2016,2 wheeler theft,16-06-16,,"Near M D Blcok Mosque,
Khazi Street
Basavanagudi Bengaluru
City Karnaka 560004",12.9433273,77.5771331
C K Achuktu,2016,2 wheeler theft,16-06-16,,"No. 127, 3rd Cross
Govindappa Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94021298,77.54303077
C K Achuktu,2016,2 wheeler theft,17-06-16,,"Near No 31,
Ramamandira
Road,Conserveny Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94360359,77.57998208
C K Achuktu,2016,2 wheeler theft,30-06-16,,"Vaibhav Apartment
Parking Place Gandi
Bazar Main Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94211658,77.5753609
C K Achuktu,2016,2 wheeler theft,28-07-16,,"In Front of No.32-3, West
Anjaneya Temple street
Basavanagudi Bengaluru
City Karnaka 560004",12.94475422,77.57193734
C K Achuktu,2016,2 wheeler theft,28-07-16,,"Opp House No. 37, R V
Road Basavanagudi
Bengaluru City
Karnaka 560004",12.94557432,77.57694777
C K Achuktu,2016,2 wheeler theft,06-08-16,,"Opp Jineshwara
Apartment, No. 77, K R
Road Basavanagudi
Bengaluru City
Karnaka 5600",12.94040291,77.57918326
C K Achuktu,2016,2 wheeler theft,07-08-16,,"In Front of Rangoli
Textiles, D V G Road
Basavanagudi Bengaluru
City Karnaka",12.94422077,77.57953844
C K Achuktu,2016,2 wheeler theft,09-08-16,,"Opp Basavanagudi Club,
Gandhi Bazaar
Basavanagudi Bengaluru
City Karnaka 560004",12.94774335,77.56842954
C K Achuktu,2016,2 wheeler theft,09-08-16,,"Near Mac Donalds,
Gandhi Bazaar Main
Road Bull temple Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94711584,77.56867384
C K Achuktu,2016,2 wheeler theft,15-09-16,,"Near Bysaki Hotel,
Gandhi Bazaar Main
Road Basavanagudi
Bengaluru City
Karnaka 560004",12.94116455,77.58002619
C K Achuktu,2016,2 wheeler theft,19-09-16,,"Opp Karunakara Party
Hall, North Road
Basavanagudi Bengaluru
City Karnaka 560004",12.93538127,77.57388091
C K Achuktu,2016,2 wheeler theft,20-09-16,,"In front of Pamadi
Jewellery Shop, DVG
Road Basavanagudi
Bengaluru City
Karnaka 560004",12.94337313,77.5711472
C K Achuktu,2016,2 wheeler theft,23-09-16,,"No. 23, Khazi Street
Basavanagudi Bengaluru
City Karnaka 560004",12.94414972,77.57340122
C K Achuktu,2016,2 wheeler theft,26-09-16,,"Opp U.K Internional,
No. 11, 1st Floor Omer
Shariff Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94722441,77.567886
C K Achuktu,2016,2 wheeler theft,29-09-16,,"Near Lal Bagh west
Junction Basavanagudi
Bengaluru City
Karnaka 560004",12.94295334,77.56789075
C K Achuktu,2016,2 wheeler theft,16-10-16,,"In Front of No.71, K R
Road Basavanagudi
Bengaluru City
Karnaka 560004",12.94694907,77.56942152
C K Achuktu,2016,2 wheeler theft,22-10-16,,"Parking place, behind
GR Plaza DVG Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94808633,77.56924018
C K Achuktu,2016,2 wheeler theft,14-11-16,,"Near Lalbagh West
Ge, R V Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94200588,77.57119229
C K Achuktu,2016,2 wheeler theft,17-11-16,,"Near Lalbagh West Ge
Basavanagudi Bengaluru
City Karnaka 560004",12.93969417,77.5792886
C K Achuktu,2016,2 wheeler theft,21-11-16,,"S G R Build tech Pvt.
Ltd, No.142-143, 2nd
floor, GR Plaza, DVG
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.94204588,77.57838853
C K Achuktu,2016,2 wheeler theft,22-11-16,,"In Front of Merican
Consultants, No.33-1,
Palamma Street,
Basavanagudi Bengaluru
City Karnaka 560004",12.94767811,77.5797538
C K Achuktu,2016,2 wheeler theft,24-11-16,,"Near Gunasheela
Nursing home,
Basavanagudi Bengaluru",12.93547971,77.57388046
C K Achuktu,2016,2 wheeler theft,28-11-16,,"Opp Tiwari Manor
Apartments,Kanakapur
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.9419142,77.5691334
C K Achuktu,2016,2 wheeler theft,02-12-16,,"Infront of House No 40,
Model House Street Old
Kanakapura Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.93997012,77.5798894
C K Achuktu,2016,2 wheeler theft,03-12-16,,"In Front Of Dodda
Ganaphi Temple, Bull
Temple Road,
Basavanagudi,
Bengaluru City
Karnaka 560004",12.94815936,77.57922207
C K Achuktu,2016,2 wheeler theft,05-12-16,,"In Front of Karanji
Anjaneya Temple, W
Road Basavavanagudi
Bengaluru City
Karnaka 560004",12.94783457,77.57961291
C K Achuktu,2016,2 wheeler theft,11-12-16,,"Near the main entrance
of Krishnarao Park
Basavanagudi Bengaluru
City Karnaka 560004",12.94428775,77.57091219
C K Achuktu,2016,2 wheeler theft,12-12-16,,"Near Bugle Rock Park
Basavanagudi Bengaluru
City Karnaka 560004",12.93784824,77.57893695
C K Achuktu,2016,2 wheeler theft,13-12-16,,"Opp House No. 04,
M.N.K Rao Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94042227,77.57639175
C K Achuktu,2016,2 wheeler theft,21-12-16,,"Dvg Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.9461098,77.57665842
C K Achuktu,2016,2 wheeler theft,26-12-16,,"Opp House No. 63,
Puttanna Road,
Netkalappa Circle
Basavanagudi Bengaluru
City Karnaka 560004",12.94299146,77.56790231
C K Achuktu,2016,2 wheeler theft,31-12-16,,"# 7-8, Shop Street
Basavanagudi Bengaluru
City Karnaka 560004",12.94439272,77.56876954
C K Achuktu,2017,2 wheeler theft,21-02-17,,"Old Kanakapura Road
Near S R S Petrol bunk
Basavanagudi Bengaluru
City Karnaka 560004",12.9415621,77.658451
C K Achuktu,2017,2 wheeler theft,27-02-17,,"Opp House No 18.
Surveyor Street
Basavanagudi Bengaluru
City Karnaka 560004",12.94063527,77.57507349
C K Achuktu,2017,2 wheeler theft,09-03-17,,"OPP SHIVASAGAR
HOTEL GANDHIBAZAR
MAIN ROAD
BASAVANAGUDI
Bengaluru City
Karnaka 560004",12.94220278,77.57074764
C K Achuktu,2017,2 wheeler theft,25-03-17,,"Infrount of House
No.21-1, Vanivalas
Road, Basavanagudi
Bengaluru City
Karnaka 56000",12.9466975,77.57914794
C K Achuktu,2017,2 wheeler theft,27-03-17,,"M.N.K.R Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94766375,77.57152519
C K Achuktu,2017,2 wheeler theft,27-04-17,,"Opp House No.32-1,E
Street, Koteshwara
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.94005543,77.57204828
C K Achuktu,2017,2 wheeler theft,01-05-17,,"Opp Canara Bank, Near
Tagore Circle
Basavanagudi Bengaluru
City Karnaka 560004",12.94044526,77.56920181
C K Achuktu,2017,2 wheeler theft,15-05-17,,"Near Karvy Office,
Nional College Parking
Place Basavanagudi
Bengaluru City
Karnaka 560004",12.94736973,77.57304077
C K Achuktu,2017,2 wheeler theft,19-05-17,,"In front of market,
Gandhi Bazar main
Bengaluru City
Karnaka 560004",12.94660127,77.57238676
C K Achuktu,2017,2 wheeler theft,25-05-17,,"Infrount Of House No.65,
Govindappa Road,
Basavanagudi Bengaluru
City Karnaka 560004",12.93758508,77.5783525
C K Achuktu,2017,2 wheeler theft,27-05-17,,"Govindappa Road,
Concervenci Street,
Basavanagudi Bengaluru
City Karnaka 560004",12.94299245,77.56750231
C K Achuktu,2017,2 wheeler theft,30-05-17,,"H.B Samaja Link Road,
Behind Benne
Govindappa Chowtry ,
Basavanagudi Bengaluru
City Karnaka 560004",12.94261677,77.57041507
C K Achuktu,2017,2 wheeler theft,08-06-17,,"K.R ROAD APP COOL
CORNER HOTEL
BASAVANGUDI
Bengaluru City
Karnaka 560004",12.9483756,77.57940139
C K Achuktu,2017,2 wheeler theft,09-06-17,,"No 146 Gandhi Bazar
Circle, DVG Road
Bengaluru City
Karnaka 560004",12.93819241,77.57643118
C K Achuktu,2017,2 wheeler theft,14-06-17,,"NO 28, W
Road,basavangudi
Basavanagudi Bengaluru
City Karnaka",12.94651574,77.57033565
C K Achuktu,2017,2 wheeler theft,18-06-17,,"App Suganda sagar
Shop, Gandhi bazar
Main Road. Basavangudi
Bengaluru City
Karnaka 560004",12.94651574,77.57033565
C K Achuktu,2017,2 wheeler theft,21-06-17,,"8 th Cross,N.R Colony hhfhfh
Basavangudi Bengaluru
City Karnaka 560004",12.94362743,77.57526239
C K Achuktu,2017,2 wheeler theft,24-06-17,,"Krishana Rao Park
South Cross Road
Bengaluru City
Karnaka 560004",12.94651438,77.57323175
C K Achuktu,2017,2 wheeler theft,03-07-17,,"No 84 Puttanna Road,
Gandhi Bazar
Basavanagudi Bengaluru
City Karnaka 560004",12.94727837,77.57062827
C K Achuktu,2017,2 wheeler theft,04-07-17,,"Infrount Of House
No.382,5'th Cross, N.R
Colony Basavanagudi
Bengaluru City
Karnaka 560004",12.94702672,77.57150163
C K Achuktu,2017,2 wheeler theft,17-07-17,,"Near Carve Office,
Vanivilas Road,Gandhi
Bazar, Basavanagudi
Bengaluru City
Karnaka 560004",12.94428324,77.57289723
C K Achuktu,2017,2 wheeler theft,17-07-17,,"infrount of House
No.13,3'rd Cross, N.R
Colony, Bsavanagudi
Bengaluru City
Karnaka 560004",12.94241762,77.57142709
C K Achuktu,2017,2 wheeler theft,24-07-17,,"Lalbagh West Ge, R V
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.94792414,77.58004556
C K Achuktu,2017,2 wheeler theft,04-08-17,,"No 64-1 K R Road
Basavanagudi Bengaluru
City Karnaka 560004",12.91066516,77.51555405
C K Achuktu,2017,2 wheeler theft,08-08-17,,"Opp, BMS Womens
College,Bugal Rock
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.92594305,77.5253617
C K Achuktu,2017,2 wheeler theft,11-08-17,,"Opp, Rotighar Hotel,
Gandhi Bazar Main
Road, Basavanagudi
Bengaluru City
Karnaka 560004",12.94651574,77.57033565
C K Achuktu,2017,2 wheeler theft,14-08-17,,"Infrount Of House No.34,
E.A.T Street,
Basavanagudi Bengaluru
City Karnaka 560004",12.9380001,77.578919
C K Achuktu,2017,2 wheeler theft,20-08-17,,"In front of Parashuram
Apts, Old Kanakapura
road, Basavanagudi
Bengaluru City
Karnaka 560004",12.94402345,77.57286838
C K Achuktu,2017,2 wheeler theft,23-08-17,,"NO 374-34, 1ST
CROSS, 1St Stage,Near
sayibaba Temp
Tyagarajanagar
Bengaluru City
Karnaka",12.942641,77.570531
C K Achuktu,2017,2 wheeler theft,22-09-17,,"In front of Dance Arts
Academy D.V.G Road,
Basavanagudi Bengaluru
City Karnaka",12.94430716,77.57292859
C K Achuktu,2017,2 wheeler theft,04-10-17,,"Opp, Shivasagar Hotel,
Gandhi Bazar Main
Road,Basavanagudi
Bengaluru City
Karnaka 560004",12.94519457,77.57023743
C K Achuktu,2017,2 wheeler theft,06-10-17,,"Ma-Arya Resturent,
Gandhi bazar Main Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94871698,77.57498618
C K Achuktu,2017,2 wheeler theft,07-10-17,,"No 10-3, Masque Main,
Khazi Street
Basavanagudi Bengaluru
City Karnaka 560004",12.945823,77.570773
C K Achuktu,2017,2 wheeler theft,21-10-17,,"D-6, Central Silk Board
Qrts, Vanivilas road,
Basavanagudi Bengaluru
City Karnaka 560004",12.94195,77.571907
C K Achuktu,2017,2 wheeler theft,28-10-17,,"Near Kavery Petrol
Bunk, Vani Vilas Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94624,77.57939
C K Achuktu,2017,2 wheeler theft,06-11-17,,"In front of Bombay
house, Kanakapura road,
Basavanagudi Bengaluru
City Karnaka",12.94747,77.57395
C K Achuktu,2017,2 wheeler theft,20-11-17,,"No.39-2, Govindappa
Road, Behind Mysore
Bank Basavanagudi
Bengaluru City
Karnaka 560004",12.94441,77.57108
C K Achuktu,2017,2 wheeler theft,21-11-17,,"D.V.G road, In front of
Sri Sai gold palace
Basavanagudi Bengaluru
City Karnaka 560004",12.94214,77.57775
C K Achuktu,2017,2 wheeler theft,04-12-17,,"Governament Hospital,
N.R Colony basavangudi
Bengaluru City
Karnak",12.94543,77.5713232
C K Achuktu,2017,2 wheeler theft,16-12-17,,"Metro Stion,Soth End
Road Basavanagudi
Bengaluru City
Karnaka",12.93735,77.566771
C K Achuktu,2017,2 wheeler theft,20-12-17,,"Nandini Parler, Armugam
Circle Basavanagudi
Bengaluru City
Karnaka 560004",12.94152134,77.57553209
C K Achuktu,2018,2 wheeler theft,21-01-18,,"Infrount of Dwraka
Hotel,Near Ktebalaga
Basavanagudi Bengaluru
City Karnaka 560004",12.94046511,77.5719939
C K Achuktu,2018,2 wheeler theft,02-02-18,,"Srihari Mansion 26-1
D.V.G Road
Basavanagudi Bengaluru
City Karnaka 560004",12.94346511,77.5739939
C K Achuktu,2018,2 wheeler theft,02-02-18,,NO-02(2-1)Rajh Nilaya apment Basavanagudi Bengaluru City Karnaka 56,12.9482348,77.5738872
C K Achuktu,2018,2 wheeler theft,05-02-18,,"No.12-13, Dr.Umar Shariff Road, Building Basement, Basavanagudi Bengaluru City Karnaka 560",12.922641,77.5213232
C K Achuktu,2018,2 wheeler theft,08-02-18,,"Near BMS Womens College Opp.Bugal Rock Park Back Ge, Bugal Rock Road, Basavanagudi Bengaluru City Karnaka 560004",12.922641,77.5213232
C K Achuktu,2018,2 wheeler theft,12-02-18,,"NO-05-01, Charcha Road, 1st Cross, Basavanagudi Bengaluru City Karnaka 560004",12.943673,77.5734918
C K Achuktu,2018,2 wheeler theft,21-02-18,,pp House No- 74 South End Road Basavanagudi Bengaluru City,12.922645,77.52750255
C K Achuktu,2018,2 wheeler theft,28-02-18,,"Omar Sharif Road Near N.G.S School, Basavanagudi Bengaluru City Karnaka 56",12.944745,77.571795
C K Achuktu,2018,2 wheeler theft,04-03-18,,"No 112 4th Main road Thyagarajnagra, near KEB Quarters Bengaluru",12.9123673,77.5123683
C K Achuktu,2018,2 wheeler theft,06-03-18,,No 77-19 Rhnavilas Road Basavanagudi Bengaluru City Karnaka,12.9484,77.57898
C K Achuktu,2018,2 wheeler theft,17-03-18,,"Sri Manjunha Kalyana Mantapa, B.T Road Basavanagudi Bengaluru City Karnaka 560004",12.93078,77.5734534
C K Achuktu,2018,2 wheeler theft,19-03-18,,Infrnt of House No-28-2 Khazi Stre M.D Block Basavanagudi Bengaluru City Karnaka 560004,12.9400982,77.5712964
C K Achuktu,2018,2 wheeler theft,20-03-18,,Infront Of Sri Dharmastal Kalyan mantap B T Road Basavanagudi Bengaluru,12.944189,77.572671
C K Achuktu,2018,2 wheeler theft,28-03-18,,"NO-32-6 East Anajaneya , B.T Road basavanagudi Bengaluru City Karnaka 56000",12.945335,77.572617
C K Achuktu,2018,2 wheeler theft,10-04-18,,"1'st Main N.R Colony, Near Ramandhir Chowtry Basavanagudi Bengaluru",12.939442,77.579235
C K Achuktu,2018,2 wheeler theft,12-04-18,,"Opp, House No.39-3, Sriranga Nilaya, 2'nd Main, Ta Silk Farm, Basavanagudi Bengaluru City Karnaka 560004",12.946994,77.59228
C K Achuktu,2018,2 wheeler theft,12-04-18,,"opp Basavanagudi Club Near Tygur Circle, Ganhibazar Main Road, Bengaluru City Karnaka 560004",12.94212,77.57536
C K Achuktu,2018,2 wheeler theft,13-04-18,,"No-135, 8th Cross, 6th Main, N R Colony N R Colony Bengaluru City Karnaka 560019",12.94883,77.57998
Girinagar,2018,2 wheeler theft,23-04-18,,"Near Tyagur Circle, Gandhibazar, Bsavanagudi Bengaluru City Karnaka 560004",12.94452964,77.57658159
Girinagar,2018,2 wheeler theft,05-05-18,,"oppo, Suvarna Silk ,Gandhi Bazar MaIn Road, Basavanagudi Bengaluru City Karnaka 560004",12.966618,77.588783
Girinagar,2018,2 wheeler theft,05-05-18,,Opp East West School Basavanagudi Bengaluru City Karnak,12.93781,77.56373
Girinagar,2018,2 wheeler theft,07-05-18,,Opp No-125. N.B.S Mani Store. Govindappa road Basavanagudi Bengaluru City Karnak,12.939667,77.57714
Girinagar,2018,2 wheeler theft,18-05-18,,Opp House No-2-C Puttanna Road Basavanagudi Bengaluru City Karnaka,12.938525,77.580169
Girinagar,2018,2 wheeler theft,02-06-18,,"ppo Rotighar Hotel, Gandhi Bazar Main Road Basavanagudi Bengaluru City Karnaka 56000",12.938525,77.580169
Girinagar,2018,2 wheeler theft,20-06-18,,"Joythi Pancy Store Opp, DVG Road, Basavanagudi Bengaluru City Karnaka 560004",12.947016,77.570719
